,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
540,"Chris started jogging again. He performed better than expected. Matt can't jog now because of his heart medication effects but he recalls that when playing football in the past, he also performed very well after a break.",Chris has tried jogging today. He's having a conversation with Matt 5 minutes before his work ends. He's taking pills that slows his heart rate and that doesn't bode well with any kind of physical effort.,31.17,2.67,20.78,87.88,28.17
541,Dan has watched Punisher season 2 and Eric finds the first one better than the second one. They both think it's a shame they discontinued Daredevil.,"Eric and Dan liked the second season of Punisher. Eric thinks the first one was better, but the second one did some things better.",47.06,16.33,39.22,92.31,54.45
542,Geri and Hilary will go to check out some sexy heels for Geri tomorrow after work. They will also have some frozen yoghurt. ,Geri wants to buy new shoes. Hilary bought some nice heels at the mall yesterday. Geri and Hilary will go to the mall tomorrow after work to get some frozen yogurt.,51.85,30.77,40.74,92.76,57.08
543,Top management of the company where Jacob and Alex work is coming from France next week. Jacob got an invitation to the meeting with them via Outlook. Formal dress code is required. ,The top management is coming from France next week. Jacob got an invitation via Outlook to the meeting.,72.0,54.17,60.0,94.18,65.49
544,Joana will bring Sandy some games like dixit and carcassonne.,Joana and Sandy will play some games together.,66.67,12.5,44.44,89.78,39.47
545,"Jenny, Jeremy and Joan are going to a concert on Saturday and agree to have a drink at Barcelona located at 8th avenue beforehand.",Jenny and Joan are going to the concert on Saturday 8th av. in Barcelona.,60.0,36.84,55.0,90.85,45.8
546,John is not sure if there is practice today but Matt claims there is.,Matt and John are having practice today.,38.1,10.53,28.57,91.77,51.23
547,George is coming to a meeting with Blake.,George is coming to Blake.,76.92,54.55,76.92,95.12,71.07
548,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",Steve bought the new Dream Theater album 5 minutes ago. Rob has it on his desk ready for the first listening.,40.0,18.18,34.29,91.11,47.31
549,Martin will get Alex two bottles of milk after he finishes the project.,Martin will buy two milks in a couple of hours.,34.78,9.52,34.78,91.51,49.72
550,Hansel will tell his sis to text Jeremih back.,Jeremih wants Hansel's sister to text her back.,55.56,12.5,44.44,93.86,63.63
551,Joy sent Peter the link to her beauty shop.,Joy sends Peter a link to her beauty shop.,77.78,50.0,77.78,98.01,88.2
552,Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,"Emma had New Year's Eve at Josh's place. They had some wine and played board games. Emma drove to the seaside, visited a bunch of clubs and ended up on the beach for midnight.",51.28,28.95,46.15,93.88,63.74
553,Andy is going to work late so he won't see Sue before 8.,Andy is working late till 4. Sue will be there by 8.,38.46,8.33,38.46,93.2,59.71
554,Stewart and Shari find the current president ignorant and incompetent. They hope he gets voted out. Stewart is going to see what possibilities there are of volunteering in the upcoming elections.,"Stewart, Shari and half of his friends voted for him, but they didn't want to go another 4 years with a Democrat. Stewart and Shari want to vote him out.",32.26,6.67,19.35,89.04,35.03
555,Lydia has exchanged sexual messages with him. Lydia does not feel like pursuing the affair because he is engaged. Lydia will have a word with him because what he is doing is unfair.,Lydia's boyfriend accepted her invitation. She added him on Facebook. Lydia is embarrassed because she didn't know he was texting her.,21.43,0.0,21.43,89.56,38.14
556,Daria has a new job at a law firm.,Daria got a new job for a law firm.,77.78,50.0,77.78,98.42,90.63
557,"On the following week, Sarah will get her time off from Monday to Wednesday.","Boris and Sarah have to decide who will take off based on seniority due to the number of PTO requests this week. They will have to deny Sarah's request. Boris will come to her first choice of dates the week after, if someone cancels.",27.12,0.0,20.34,86.85,22.08
558,Blair and Chuck are going to meet the wedding planner after work at Nonna Rita's. The tagliatelle served at Nonna Rita's are very good.,Blair and Chuck are meeting the wedding planner at Nonna Rita's. They will have a seafood tagliatelle at Nonna Rita's.,66.67,47.83,66.67,95.78,75.01
559,Ruth got an email with an attachment from Alan. ,Alan has sent an attachment to Ruth.,50.0,14.29,25.0,94.16,65.41
560,Payne and Oscar will have a coffee at Tristano's in half an hour.,Oscar and Payne will have a coffee at Tristano's in half an hour.,100.0,76.92,85.71,98.24,89.55
561,Frank loves Hope and Hope loves Frank. ,Frank and Hope love each other.,46.15,18.18,46.15,93.19,59.65
562,Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,Luke sends Gina a picture of the parrot he painted yesterday.,51.43,30.3,51.43,94.77,69.02
563,Tina and Steve are having pasta for dinner. They'll meet in the car park after Steve finishes work. They'll do the shopping together.,Steve and Tina will meet in the car park to make pasta for dinner.,56.41,32.43,30.77,93.65,62.36
564,Trump is acting like a contemptible fool and it is getting worse. Rudi has sent Henrietta the link to his interview.,Rudi sends Henrietta the last trump video of a congresswoman.,32.26,6.9,19.35,88.06,29.28
565,Cole and Luis are sitting in the same room and yet they're texting each other. ,Cole and Luis are in the same room. Cole wants Luis to pass him his pillow.,50.0,40.0,50.0,92.15,53.47
566,Daniel has passed driving license exam.,Daniel passed his driving licence exam.,66.67,0.0,66.67,97.12,82.94
567,The individual meeting with Andrew Simmons takes place tomorrow in room 104. Samuel Anderson and Katherine Jackson won't attend it because he has an appointment and she has a retake.,"Andrew Simmons is sending the list of the meetings for tomorrow. Samuel Anderson has an appointment with a doctor, so he won't be able to come to the meeting. Katherine Jackson won't come because she has a retake.",59.15,28.99,39.44,92.28,54.25
568,"Rosie is better, but still not well.","Rosie is better today, but not good.",71.43,33.33,71.43,96.36,78.45
569,Ty needs a translator. Veronica doesn't speak French.,Ty needs a translator.,61.54,54.55,61.54,94.33,66.4
570,Emily is at a doctor's office. There is a nun and a blind crazy man waiting as well.,Emily is waiting for her doctor.,32.0,8.7,24.0,91.73,50.98
571,Frank will help Sarah and Mary transport the aquarium that is a gift for someone.,Mary and Sarah are looking for a safe place to keep the aquarium. The old man will enjoy it. Frank will help them to transport it.,53.66,15.38,19.51,91.56,50.0
572,"Mario wants Conor to bring him a bucket of fries from KFC as the latter one is out, and Mario will pay for it himself. ",Mario wants Conor to bring him some food from KFC.,45.71,36.36,45.71,93.03,58.68
573,Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. ,Ditty saw the lights last night. Inga got some mail for Ditty from Andy. Ditty collected a parcel for Inga just before Christmas.,45.28,19.61,33.96,90.71,44.97
574,Chelsea won a game with Huddersfield this afternoon. Higuain scored twice. Damian's happy about it and he hopes it will be a turning point for Chelsea. ,"Damian, Jacob and Mason haven't watched Chelsea's game. Higuain scored twice. Mason and Damian are happy for the team.",41.67,8.7,33.33,89.54,38.05
575,Jay will lend Joe money for the ticket for the event. Ruth and Paulette will accompany them.,Jay has convinced Ruth and Paulette to accompany them to the event. Joe doesn't have any cash to buy some tickets for the event. Jay will lend money to Joe.,58.33,30.43,25.0,93.97,64.26
576,Robyn drank too much beer last night and lost control. She is feeling better today.,Robyn exaggerated with bier last night. She drank too much.,56.0,26.09,32.0,91.66,50.6
577,Aaron has a stopover in Cairo. He can pay a short visit to the city between flights provided that he is careful.,Darcy has been to Egypt. Adam has only been to a few countries. Aaron has a connecting flight to Cairo and might leave the airport for a few hours.,27.45,8.16,19.61,88.69,33.02
578,"Gino wants Renee’s advice on what to wear. She gives some hints so that he doesn't look like a waiter and recommends wearing black pants, a white shirt and brown shoes.",Gino wants to change his outfit. Renee advises him to change his clothes.,17.39,4.55,17.39,90.38,43.01
579,James will pick up Richard at 6:15.,James is driving to the airport. Richard will be ready at 6:15.,57.14,21.05,47.62,94.08,64.94
580,Caleb sent Ella a pic of Maya to show her the girl's costume as a mouse in a school play. ,Maya is playing a mouse in a school play. Caleb sent Ella Maya's costume.,66.67,47.06,38.89,93.5,61.48
581,"Marco will sign the attendance form, when he arrives.",Marco reminds Javier to sign the attendance form when he arrives.,80.0,66.67,80.0,96.81,81.09
582,Michelle and Josh's plan to go to the movies tomorrow night is still valid. Josh will pick Michelle up at 7.,Michelle and Josh are going to the movies tomorrow night. They will pick up Josh at 7.,71.79,43.24,66.67,96.0,76.32
583,"Yaz and Tania will go to a pub on Friday around 8. Sophie is thinking of breaking up with her boyfriend before Uni. Tania is going to Manchester in 4 months. Yaz wants to study medicine in Exeter, so she needs high grades.",Yaz and Tania are going to a pub on Friday at 8 o'clock.,35.09,25.45,31.58,89.82,39.69
584,Anna is disappointed as she learns the history our civilization. Dark humour cheers her up.,"Anna studies the history of her civilization. She learns about the names and dates, the great moments of human race, and about her mistakes.",35.9,10.81,25.64,89.49,37.73
585,Jacks played poker on the Bulls Eye platform and made some money. Robin will read up on strategies for the game on sites recommended by Jacks.,Robin is looking for a poker platform. Jacks recommends The Bulls Eye. Robin is trying to read up on the game.,55.32,26.67,42.55,91.54,49.86
586,Sergio needed a long time to prepare a speech for Ulrich's wedding. He's going to talk about their long-lasting friendship and is nervous about giving a speech. Ralph is sure it will be fine. ,Sergio prepared a speech for Ulrich's wedding.,31.11,23.26,31.11,91.75,51.14
587,"Edward doesn't want to go on the business trip tomorrow. Lauren's stressed about it, because their boss is coming with them. Kate think it's going to be ok. There will be meeting with clients and an expo.","Edward, Lauren and Kate are going on a business trip tomorrow. The boss is coming with them. They are going to an exhibition.",53.97,22.95,41.27,91.26,48.24
588,"Robert texts Gabriel to arrange a get-together with him in the office at 3 pm, before he is meeting Darek. But Gabriel left the office a month ago and is at home now, so they will not meet today.",Robert is meeting Darek at 5 pm. Gabriel will join him at 3 pm. Robert came to visit his old friends a month ago. Gabriel is at home looking into what he's doing next.,50.67,21.92,32.0,90.22,42.05
