model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
qwen27b,676,3.0,2.0,0.7521577332375792,False,suggestion,proposal,suggestion_invitation,suggestion_invitation,Anna suggests seeing a doctor if the stomachache does not improve.,Anna suggests seeing a doctor if the pain persists.,Anna,Anna,see,proposes,doctor,seeing a doctor,,Joanna,"If not, maybe we should go and see a doctor","If not, maybe we should go and see a doctor.",0.7002991452991454,0.12727272727272726,0.9959770114942529,
qwen27b,676,4.0,4.0,0.7825143262842943,False,offer,offer,commitment_plan,commitment_plan,Anna offers to make Joanna hot tea with fresh mint leaves.,Anna offers to make hot tea with mint for Joanna.,Anna,Anna,drink,prepares,hot tea with fresh mint leaves,hot tea with mint,,Joanna,I’ll get you a hot tea with some fresh mint leaves,I'll get you a hot tea with some fresh mint leaves.,0.8188251001335114,0.05384615384615385,0.9048213517003874,
qwen27b,676,2.0,,,,hypothesis,,,,Joanna considers possible causes of Anna's stomachache.,,Joanna,,consider,,cause of stomachache,,,,Is it something you ate? Maybe the milk was bad,,,,,omitted_reference_event
qwen27b,676,,3.0,,,,agreement,,,,Joanna agrees to the plan of seeing a doctor if necessary.,,Joanna,,agrees,,seeing a doctor,,Anna,,"Yeah, I think so...",,,,extra_model_event
qwen27b,676,,5.0,,,,acceptance,,,,Joanna accepts the offer and states her location.,,Joanna,,accepts,,tea,,Anna,,"Please do, I'm in my room...",,,,extra_model_event
qwen27b,678,1.0,3.0,0.3449515074054582,True,location update,location update,inform_update,inform_update,Kate tells Sam that she is downstairs.,Kate specifies where the woman making the cake is working.,Kate,Kate,be located,identifies location,downstairs,small room under the stairs,,Sam,downstairs,she is working in the small room under the stairs,0.3133578431372549,0.16896551724137931,0.08305084745762711,
qwen27b,678,2.0,1.0,0.6796019900497512,False,location update,location update,inform_update,inform_update,Jeff says they are in the little room next to the reception.,Jeff informs the group of their current location.,Kate and Jeff,Jeff,be located,states location,little room next to the reception,little room next to the reception,,Sam and Kate,We're in the little room next to the reception,We're in the little room next to the reception,0.2969724770642202,0.196,1.0,
qwen27b,678,3.0,2.0,0.42209616803062766,True,information sharing,information sharing,inform_update,inform_update,Kate tells Sam about a woman making an explicit marzipan cake.,Kate describes a cake with an explicit design she observed.,woman,Kate,make,describes,cake with explicit decoration,cake with a huge penis,,Sam,there was a huge penis on it made of marzipan,there was a huge penis on it Somebody ordered a cake with a huge penis with balls and chocolate hair,0.49464777646595826,0.05384615384615385,0.49160919540229886,
qwen27b,678,,4.0,,,,expression of intent,,,,Sam expresses a strong desire to see the cake.,,Sam,,commits to viewing,,the cake,,,,I must see it!,,,,extra_model_event
qwen27b,690,2.0,1.0,0.38836937463471655,True,political criticism,analysis,other,other,Karine argues that Trump's strategy is populist and based on scaring people with a minority.,Karine argues the subject's behavior is a calculated populist strategy rather than senility.,Trump,Karine,uses,analyzes,populist strategy,subject's political strategy,,,populist strategy to scare people with a minority,this populist strategy to scare people with a minority,0.4383540372670808,0.11666666666666665,0.944774414620217,
qwen27b,690,3.0,2.0,0.3891571232249199,True,agreement,agreement,agreement_confirmation,agreement_confirmation,Peter agrees with Karine that Trump is more dangerous than merely senile or stupid.,Peter agrees that the subject is strategically dangerous rather than merely senile.,Peter,Peter,agree,confirms,Karine's criticism,subject's strategic intent,,,Karine is right,"Karine is right, I think he's not as senile and stupid as we would like to believe",0.6361445783132529,0.05384615384615385,0.3032474226804124,
qwen27b,690,4.0,6.0,0.5090085287846482,False,call to action,commitment,other,commitment_plan,Mia says they should do anything to win the next elections.,"Mia commits to taking any necessary action to win the next elections, which Karine fully supports.","Mia, Jennifer, Karine and Peter",Mia,try to win,commits,next elections,winning next elections,,,we should do anything to win the next elections,we should do anything to win the next elections everything!,0.4761500353857041,0.041176470588235294,0.9261668321747766,
qwen27b,690,1.0,,,,complaint,,,,Mia complains about Trump repeatedly talking about the wall.,,Trump,,keeps talking about,,the wall,,,,he keeps talking about the stupid wall,,,,,omitted_reference_event
qwen27b,690,,3.0,,,,assertion,,,,Karine claims the subject is actively destroying the Earth and shaking world order.,,subject,,destroying,,the Earth,,,,he is destroying the Earth trying to shake the world's order,,,,extra_model_event
qwen27b,690,,4.0,,,,analysis,,,,"Jennifer identifies the subject's self-confidence, persistence, and ignorance as dangerous traits.",,Jennifer,,identifies,,dangerous traits,,,,the dangerous thing is his self confidence and the dangerous thing is his persistence and ignorance,,,,extra_model_event
qwen27b,690,,5.0,,,,proposal,,,,Karine suggests there is a chance to change the situation and hopes the subject will be removed soon.,,Karine,,proposes,,change of situation,,,,we have a chance to change it maybe Trump will be over soon?,,,,extra_model_event
qwen27b,711,2.0,1.0,0.5811529614721104,False,preference,preference_statement,other,inform_update,Alex says he prefers the Flash instead.,"Alex rejects both Batman and Superman, stating a preference for The Flash.",Alex,Alex,prefer,expresses preference for,the Flash,The Flash,,,neither i honestly like the flash,honestly.. neither i honestly like the flash,0.37251979506287847,0.13999999999999999,0.8999999999999999,
qwen27b,711,3.0,2.0,0.41436911875815646,True,justification,argumentation,other,other,Alex argues that the Flash is powerful because his speed opens up the multiverse.,Alex argues that The Flash's superhuman speed grants him multiversal access and immense power.,Flash,Alex,access,explains power of,multiverse,The Flash,,Pedro,that speed opens up the whole multiverse for him,that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be,0.4561428571428571,0.0608695652173913,0.6666666666666666,
qwen27b,711,1.0,,,,preference question,,,,Pedro asks Alex to choose between Batman and Superman.,,Alex,,choose,,Batman or Superman,,,,batman or superman??,,,,,omitted_reference_event
qwen27b,711,,3.0,,,,concession,,,,Pedro acknowledges the validity of Alex's argument regarding The Flash's power.,,Pedro,,accepts point of,,Alex's argument,,Alex,,yeah i get your point,,,,extra_model_event
qwen27b,737,1.0,1.0,0.740018115942029,False,request,request,question_request,question_request,Damian asks Ethan to buy him a kebab because he is starving.,Damian asks Ethan to purchase food for him.,Ethan,Ethan,buy,buy,kebab,kebab,Damian,Damian,can you buy me a kebab? i'm starving,can you buy me a kebab?,0.508495145631068,1.0,0.8300242130750606,
qwen27b,737,2.0,,,,complaint,,,,Ethan complains that Damian depends on him instead of cooking.,,Damian,,not cook,,food,,,,why won't you cook something for both of us such a parasite,,,,,omitted_reference_event
qwen27b,737,3.0,,,,acceptance,,,,Ethan agrees to buy Damian a kebab.,,Ethan,,buy,,kebab,,Damian,,ok ok,,,,,omitted_reference_event
qwen27b,737,,2.0,,,,refusal,,,,Ethan declines the request and criticizes Damian's behavior.,,Ethan,,refuse,,request to buy kebab,,Damian,,"why won't you cook something for both of us, huh? but i really wish you weren't such a parasite",,,,extra_model_event
qwen27b,767,1.0,1.0,0.7759726224783863,False,invitation,invitation,suggestion_invitation,suggestion_invitation,Barry asks whether anyone wants to join the Women's strike march.,Barry invites others to join him in the Women's strike march.,group,Barry,join,march in Women's strike,Women's strike march,,,"Jake, Dave","I'm gonna go march in Women's strike, anyone interested?","I'm gonna go march in Women's strike, anyone interested?",0.6747474747474748,0.05185185185185184,1.0,
qwen27b,767,2.0,2.0,0.4406862745098039,True,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Jake is going and invites Barry to join his friends.,Jake accepts the invitation and confirms he has already made plans with friends.,Barry,Jake,join,join the march,Jake and friends,,,,I am wanna join?,"I am, already made plans with some friends",0.32865612648221343,0.4805555555555555,0.30114942528735633,
qwen27b,767,3.0,3.0,0.7101851851851853,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Dave will also join and Kelly is coming with him.,Dave accepts the invitation and notes that Kelly is accompanying him.,Dave and Kelly,Dave,come,join the march,Women's strike march,,,,I am down too Kelly is coming with me,"I am down too, Kelly is coming with me",0.5112187247780469,0.03888888888888888,0.9953333333333334,
qwen27b,767,4.0,4.0,0.6498770355599867,False,plan,proposal,commitment_plan,suggestion_invitation,Barry proposes meeting around campus at noon.,Barry proposes a specific meeting time and location for the group.,"Barry, Jake, Dave and Kelly","Barry, Jake, Dave",meet,meet,around campus at noon,campus,,,meet around the campus at noon,Let's just meet around the campus at noon,0.39954954954954947,1.0,0.8529175050301812,
qwen27b,799,1.0,1.0,0.46869191943016175,False,request,inquiry,question_request,question_request,Martha asks Ophelia where she got the lenses in her profile picture.,Martha asks Ophelia for the source of the contact lenses in her profile picture to purchase similar ones.,Ophelia,Ophelia,provide information about,provide information,lenses,lens brand,Martha,Martha,do you mind if I ask you about the lenses from your profile picture?,do you mind if I ask you about the lenses from your profile picture? they are awesome and I would like to buy the similar ones,0.6165895953757226,0.8222727272727273,0.7003608247422681,
qwen27b,799,2.0,3.0,0.32255574614065186,True,preference,commitment,other,commitment_plan,Martha likes the lenses and wants to buy similar ones.,Martha commits to checking out the recommended brand.,Martha,Martha,buy,check,similar lenses,Crazy Lenses,,,they are awesome I would like to buy the similar ones,I'll check them,0.3475077881619937,0.0,0.08235294117647059,
qwen27b,799,3.0,2.0,0.3688111888111888,True,answer,information provision,other,inform_update,Ophelia tells Martha the lenses are from Crazy Lenses.,Ophelia identifies the brand as Crazy Lenses and mentions their pricing and shipping.,Ophelia,Ophelia,got,recommend,lenses from Crazy Lenses,Crazy Lenses,,Martha,it's from Crazy Lenses,it's from Crazy Lenses. They have quite reasonable prices and very fast shipping.,0.4025506867233486,0.05833333333333333,0.4553969160479726,
qwen27b,800,1.0,1.0,0.4835553863722878,False,request,request for advice,question_request,question_request,Linda asks Michael which flowers her mother likes.,Linda asks her father for help choosing flowers for her mother because she is unsure of her mother's preference.,Linda,Linda,asks,asks for flower recommendation,flower choice,flowers,Michael,Michael,I want to buy flowers for mum I don't remember which one she likes,I want to buy flowers for mum! But I don't remember which one she likes,0.4049382716049382,0.3423529411764706,0.9648124842688146,
qwen27b,800,4.0,3.0,0.6582240699285791,False,recommendation,recommendation,suggestion_invitation,suggestion_invitation,Michael recommends freesias because Linda's mother likes them a lot.,Michael suggests freesias as a specific option that the mother likes.,Linda,Michael,buy,suggests freesias,freesias,freesias,Linda's mother,Linda,What about freesias? She likes them a lot Take those!,What about freesias? She likes them a lot,0.5036843934654154,0.034999999999999996,0.883096926713948,
qwen27b,800,2.0,,,,suggestion,,,,Michael suggests tulips and roses as nice options.,,Michael,,suggest,,tulips and roses,,,,"Tulips are nice, roses too",,,,,omitted_reference_event
qwen27b,800,3.0,,,,rejection,,,,Michael rejects carnations as boring.,,Michael,,not choose,,carnations,,,,"No, carnations are boring",,,,,omitted_reference_event
qwen27b,800,,2.0,,,,request for information,,,,Michael asks Linda to send photos of the available flowers so he can make a specific recommendation.,,Linda,,send photos,,pics of flowers,,Michael,,Send me some pics then,,,,extra_model_event
qwen27b,800,,4.0,,,,directive,,,,Michael instructs Linda to purchase the freesias shown in the second photo.,,Linda,,buy,,freesias,,null,,Take those!,,,,extra_model_event
gemma27b,23,1.0,1.0,0.7423529411764707,False,disclosure,disclosure,inform_update,inform_update,Anne confirms that Mark lied to her about his age.,Anne reveals Mark lied about his age.,Mark,Mark,lied about age,lied,age,age,Anne,Anne,he told me he's 30 he's 40,"yeah, he told me he's 30, today I saw his passport - he's 40",0.7162947937795807,0.4805555555555555,0.6666279069767442,
gemma27b,23,,2.0,,,,assertion,,,,Anne emphasizes the significance of the lie.,,,,lie,,,,,,he lied to me Irene,,,,extra_model_event
gemma27b,30,1.0,1.0,0.7842639593908629,False,request,request,question_request,question_request,Mary asks Carter to lend her some money.,Mary asks Carter for money.,Carter,Carter,lend money,lend,money,money,Mary,Mary,lend me a few box,"im kinda broke, lend me a few box",0.6716417910447761,0.6333333333333333,0.738,
gemma27b,30,2.0,2.0,0.8685966016362492,False,commitment,promise,commitment_plan,commitment_plan,Carter agrees to lend Mary money in about an hour.,Carter agrees to lend Mary money within an hour.,Carter,Carter,lend money,lend,money,money,Mary,Mary,"okay, give me an hour","okay, give me an hour",0.8616541353383459,0.6333333333333333,1.0,
gemma27b,39,3.0,2.0,0.6604852941176469,False,commitment,commitment,commitment_plan,commitment_plan,Ala agrees to stay in touch about how the meeting goes.,Ala commits to updating Tina on her meeting.,Ala,Ala,update Tina,update,meeting outcome,meeting outcome,Tina,Tina,"Ok darling, in touch","Sure, let me know how did it go Ok darling, in touch",0.39617224880382773,0.6803921568627451,0.5194444444444445,
