,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
543,Top management of the company where Jacob and Alex work is coming from France next week. Jacob got an invitation to the meeting with them via Outlook. Formal dress code is required. ,The top management is coming from France next week. Jacob and Alex got an invitation via Outlook to the meeting.,76.92,56.0,57.69,94.79,69.12
544,Joana will bring Sandy some games like dixit and carcassonne.,Joana and Sandy will play dixit or carcassonne. Joana will bring them.,63.64,20.0,36.36,92.34,54.61
545,"Jenny, Jeremy and Joan are going to a concert on Saturday and agree to have a drink at Barcelona located at 8th avenue beforehand.","Jenny, Joan and Jeremy are going to the concert on Saturday. They will start with a drink. The concert is on 8th Avenue in Barcelona.",62.75,28.57,50.98,94.4,66.8
546,John is not sure if there is practice today but Matt claims there is.,John and Matt have practice today.,40.0,11.11,30.0,92.22,53.92
547,George is coming to a meeting with Blake.,George and Blake are coming.,46.15,0.0,30.77,94.16,65.41
548,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",Steve bought the new Dream Theater album 5 minutes ago. Rob has it on his desk ready for the first listening.,40.0,18.18,34.29,91.11,47.31
549,Martin will get Alex two bottles of milk after he finishes the project.,Martin will buy two milk for Alex in a few hours.,41.67,9.09,33.33,92.47,55.37
550,Hansel will tell his sis to text Jeremih back.,Jeremih's sister is mad at him. Hansel will tell her.,40.0,22.22,30.0,91.76,51.2
551,Joy sent Peter the link to her beauty shop.,Joy sends Peter a link to her beauty shop.,77.78,50.0,77.78,98.01,88.2
552,Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,Josh spent New Year's Eve with his friends at his place. Emma went to the seaside and visited a bunch of clubs. She had a cold.,49.28,29.85,46.38,93.86,63.62
553,Andy is going to work late so he won't see Sue before 8.,Andy is working late until 4. Andy will be there by 8.,30.77,8.33,30.77,92.42,55.08
554,Stewart and Shari find the current president ignorant and incompetent. They hope he gets voted out. Stewart is going to see what possibilities there are of volunteering in the upcoming elections.,Stewart and Shari are angry about the way the president is behaving. They want to vote him out.,44.9,8.51,28.57,91.63,50.38
555,Lydia has exchanged sexual messages with him. Lydia does not feel like pursuing the affair because he is engaged. Lydia will have a word with him because what he is doing is unfair.,Lydia added a guy on Facebook and he accepted her invitation. They are now engaged. They work in the same company.,18.52,0.0,11.11,87.61,26.59
556,Daria has a new job at a law firm.,Daria got a new job at a law firm.,88.89,75.0,88.89,98.87,93.31
557,"On the following week, Sarah will get her time off from Monday to Wednesday.",Boris has to deny Sarah's request for PTO because she is too low on the totem pole. He will give her first choice of dates the week after. Sarah will have a long weekend.,28.57,8.51,20.41,88.07,29.31
558,Blair and Chuck are going to meet the wedding planner after work at Nonna Rita's. The tagliatelle served at Nonna Rita's are very good.,Blair and Chuck are meeting the wedding planner after work at Nonna Rita's. Chuck wants to order their seafood tagliatelle.,63.83,48.89,59.57,95.2,71.54
559,Ruth got an email with an attachment from Alan. ,Ruth hasn't replied to Alan's email yet. He's sending her an attachment right now.,38.46,8.33,30.77,91.81,51.5
560,Payne and Oscar will have a coffee at Tristano's in half an hour.,Oscar and Payne will meet for a coffee at Tristano's in half an hour.,89.66,59.26,75.86,97.19,83.34
561,Frank loves Hope and Hope loves Frank. ,Frank and Hope love each other.,46.15,18.18,46.15,93.19,59.65
562,Luke is amazed by Gina's talent for painting. Gina sent Luke a PDF file with a picture of the parrot she painted yesterday.,Gina sent Luke a photo of the parrot she painted yesterday. She needs to send him a PDF file.,60.47,48.78,46.51,94.56,67.77
563,Tina and Steve are having pasta for dinner. They'll meet in the car park after Steve finishes work. They'll do the shopping together.,Tina and Steve will meet in the car park to do some shopping after work.,60.0,31.58,50.0,94.84,69.45
564,Trump is acting like a contemptible fool and it is getting worse. Rudi has sent Henrietta the link to his interview.,Rudi and Henrietta are shocked by Donald Trump's comments about congresswoman.,24.24,0.0,12.12,87.68,27.0
565,Cole and Luis are sitting in the same room and yet they're texting each other. ,Luis doesn't want Cole to talk to his roommate.,15.38,0.0,7.69,90.14,41.56
566,Daniel has passed driving license exam.,Daniel passed his driving license exam.,83.33,40.0,83.33,97.63,85.94
567,The individual meeting with Andrew Simmons takes place tomorrow in room 104. Samuel Anderson and Katherine Jackson won't attend it because he has an appointment and she has a retake.,"Andrew Simmons is sending the list of people who are coming to the individual meetings tomorrow. Samuel Anderson has an appointment with a doctor. Katherine Jackson won't be coming, because she has a retake. The meetings will take place in Andrew Simmons's office, room 104.",61.54,31.58,35.9,92.4,54.98
568,"Rosie is better, but still not well.","Rosie is feeling better today, but not good.",66.67,15.38,66.67,96.03,76.49
569,Ty needs a translator. Veronica doesn't speak French.,Veronica doesn't speak French. Ty needs a translator.,100.0,87.5,55.56,96.35,78.36
570,Emily is at a doctor's office. There is a nun and a blind crazy man waiting as well.,Emily is waiting to see her doctor. A nun and a blind man are waiting with her.,55.56,29.41,55.56,94.23,65.82
571,Frank will help Sarah and Mary transport the aquarium that is a gift for someone.,"Lisa, Sarah and Mary are going to take their son to the Aquarium. Frank will help them.",50.0,33.33,31.25,91.29,48.42
572,"Mario wants Conor to bring him a bucket of fries from KFC as the latter one is out, and Mario will pay for it himself. ",Mario will bring Conor a bucket of fries from KFC.,57.14,36.36,45.71,92.31,54.42
573,Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. ,Ditty came back last night. Inga collected a parcel for Ditty before Christmas. Ditty will come over to Inga's around 6 pm to collect it.,60.71,40.74,53.57,94.69,68.55
574,Chelsea won a game with Huddersfield this afternoon. Higuain scored twice. Damian's happy about it and he hopes it will be a turning point for Chelsea. ,"Damian is happy for Higuain, because he scored twice against Huddersfield. Jacob and Mason didn't watch the game.",43.48,4.55,17.39,90.97,46.5
575,Jay will lend Joe money for the ticket for the event. Ruth and Paulette will accompany them.,The diamond is in Kenya. Jay will lend Joe some money to buy tickets for the event. Jay has convinced Ruth and Paulette to accompany him.,60.47,34.15,55.81,94.86,69.56
576,Robyn drank too much beer last night and lost control. She is feeling better today.,Robyn drank too much last night. She is feeling better today.,84.62,66.67,84.62,98.1,88.77
577,Aaron has a stopover in Cairo. He can pay a short visit to the city between flights provided that he is careful.,Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time. Adam has only been to a few countries.,32.0,12.5,32.0,89.76,39.34
578,"Gino wants Renee’s advice on what to wear. She gives some hints so that he doesn't look like a waiter and recommends wearing black pants, a white shirt and brown shoes.",Gino doesn't know whether to wear the white or the black shirt. Renee advises him to wear black trousers and black shoes. Gino decides to wear blue trousers and brown shoes.,40.0,12.7,27.69,91.39,48.97
579,James will pick up Richard at 6:15.,James is going to pick up Richard at 6:15.,77.78,62.5,77.78,98.64,91.92
580,Caleb sent Ella a pic of Maya to show her the girl's costume as a mouse in a school play. ,Caleb sent Ella a photo of Maya's costume for a school play.,64.71,43.75,64.71,95.93,75.86
581,"Marco will sign the attendance form, when he arrives.",Javier reminds Marco to sign the attendance form when he arrives.,80.0,66.67,80.0,95.74,74.74
582,Michelle and Josh's plan to go to the movies tomorrow night is still valid. Josh will pick Michelle up at 7.,Josh and Michelle are going to the movies tomorrow night at 7.,58.82,31.25,47.06,94.77,69.01
583,"Yaz and Tania will go to a pub on Friday around 8. Sophie is thinking of breaking up with her boyfriend before Uni. Tania is going to Manchester in 4 months. Yaz wants to study medicine in Exeter, so she needs high grades.",Yaz and Tania are going to meet in a pub on Friday at 8 o'clock.,37.29,21.05,30.51,89.51,37.82
584,Anna is disappointed as she learns the history our civilization. Dark humour cheers her up.,"Anna studies a lot and finds it hard to make sense of it all. Ignorance is a bliss for Anna, but Jerry tries to look for positives.",9.52,0.0,9.52,87.95,28.61
585,Jacks played poker on the Bulls Eye platform and made some money. Robin will read up on strategies for the game on sites recommended by Jacks.,Jacks has played poker on the Bulls Eye platform several times. He made a few bucks on it. He sends Robin links to some good sites.,50.0,24.0,42.31,92.6,56.13
586,Sergio needed a long time to prepare a speech for Ulrich's wedding. He's going to talk about their long-lasting friendship and is nervous about giving a speech. Ralph is sure it will be fine. ,Sergio prepared a speech for Ulrich's wedding. He will talk about how he's been a great friend over the years.,44.07,28.07,37.29,92.21,53.87
587,"Edward doesn't want to go on the business trip tomorrow. Lauren's stressed about it, because their boss is coming with them. Kate think it's going to be ok. There will be meeting with clients and an expo.","Edward, Kate and Lauren are going on a business trip tomorrow. The boss is coming with them. They are going to an expo.",57.14,26.23,44.44,92.12,53.33
588,"Robert texts Gabriel to arrange a get-together with him in the office at 3 pm, before he is meeting Darek. But Gabriel left the office a month ago and is at home now, so they will not meet today.",Robert is meeting Darek at 5 pm. Gabriel quit the office about a month ago. Robert came to visit his old friends. Gabriel is at home looking into what she's doing next.,46.58,19.72,35.62,90.05,41.07
589,Susan's presentation was a disaster. Tom will pick up Becky from school as she has a fever and will take her to his mum's house. He needs to return to the office later on. ,Susan's presentation was a disaster. Becky has a fever. Tom will pick her up and take her to his mother's house.,71.19,45.61,57.63,95.09,70.89
